Nome,Club,Stagione,Overall,Ruolo
A. Tameze,Hellas Verona,21,73,"CC, CDC"
W. Troost-Ekong,Udinese,21,73,DC
J. Toljan,Sassuolo,21,73,"TD, TS"
G. Letizia,Benevento,21,73,TS
L. Lerager,Genoa,21,73,CC
A. Grassi,Parma,21,73,CC
G. Castrovilli,Fiorentina,21,73,"CC, COC"
M. Vojvoda,Torino,21,73,"TD, DC"
Dalbert,Inter,21,73,"ES, TS"
T. Ouwejan,Udinese,21,73,"TS, CC"
R. Krunić,Milan,21,73,CC
C. Romero,Atalanta,21,73,DC
M. Zajc,Genoa,21,73,"COC, CC"
J. Schouten,Bologna,21,73,"CDC, CC"
M. Damsgaard,Sampdoria,21,73,AS
K. Despodov,Cagliari,21,73,"ED, ATT, ES"
G. Pandev,Genoa,21,72,"ATT, AD"
Bruno Alves,Parma,21,72,DC
A. Cordaz,Crotone,21,72,POR
S. Bocchetti,Hellas Verona,21,72,DC
P. Hetemaj,Benevento,21,72,CC
S. Prödl,Udinese,21,72,DC
C. Pinsoglio,Juventus,21,72,POR
A. Rispoli,Crotone,21,72,"TD, ED"
Da Costa,Bologna,21,72,POR
B. Nuytinck,Udinese,21,72,DC
V. Belec,Sampdoria,21,72,POR
A. Ragusa,Hellas Verona,21,72,"AD, AS"
B. Dabo,Benevento,21,72,"CC, CDC"
B. Bereszyński,Sampdoria,21,72,TD
Ł. Teodorczyk,Udinese,21,72,ATT
F. Santander,Bologna,21,72,ATT
S. Sturaro,Genoa,21,72,CC
K. Djidji,Torino,21,72,DC
G. Brugman,Parma,21,72,"CC, CDC"
M. Dijks,Bologna,21,72,"TS, ES"
P. Ankersen,Genoa,21,72,"TD, ED"
F. Barba,Benevento,21,72,"DC, TS"
D. Biraschi,Genoa,21,72,"DC, TD"
L. Montipò,Benevento,21,72,POR
Marlon,Sassuolo,21,72,DC
S. Scuffet,Udinese,21,72,POR
Y. Baraye,Parma,21,72,"AD, AS"
F. Ricci,Sassuolo,21,72,"AD, AS"
G. Tutino,Napoli,21,72,"ATT, AS"
Walace,Udinese,21,72,"CDC, CC"
M. Bani,Bologna,21,72,DC
G. Ferrari,Sassuolo,21,72,DC
G. Pezzella,Parma,21,72,"TS, ES"
T. Tomiyasu,Bologna,21,72,"TD, DC"
Ronaldo Vieira,Sampdoria,21,72,"CDC, CC"
Rodrigo Becão,Udinese,21,72,DC
A. Olsen,Bologna,21,72,"AD, ATT, COC"
K. Rüegg,Hellas Verona,21,72,"TD, CDC, CC"
E. Elmas,Napoli,21,72,CC
M. Barrow,Bologna,21,72,ATT
A. Saelemaekers,Milan,21,72,"AD, COC, AS"
L. Pellegrini,Juventus,21,72,TS
F. Marchetti,Genoa,21,71,POR
N. Viola,Benevento,21,71,"CC, CDC"
S. Iacoponi,Parma,21,71,"DC, TD"
F. Peluso,Sassuolo,21,71,"DC, TS"
P. Schiattarella,Benevento,21,71,"CC, CDC"
Diego Farías,Cagliari,21,71,ATT
M. Zeegelaar,Udinese,21,71,"ES, TS"
M. Destro,Genoa,21,71,ATT
L. Caldirola,Benevento,21,71,DC
A. Benali,Crotone,21,71,"CC, CDC"
K. Günter,Hellas Verona,21,71,DC
J. Akpa Akpro,Lazio,21,71,CC
P. Terracciano,Fiorentina,21,71,POR
J. Dezi,Parma,21,71,"CC, COC"
M. Stępiński,Hellas Verona,21,71,ATT
G. Lapadula,Benevento,21,71,ATT
A. Cerri,Cagliari,21,71,ATT
Samir,Udinese,21,71,"DC, TS"
A. Halilović,Milan,21,71,"COC, ED"
Simy,Crotone,21,71,ATT
S. Luperto,Napoli,21,71,DC
L. Haraslín,Sassuolo,21,71,"ES, ED"
A. Calabresi,Bologna,21,71,"TD, DC"
Eduardo Henrique,Crotone,21,71,CC
Lyanco,Torino,21,71,DC
Pedro Pereira,Crotone,21,71,"TD, ADA, ED"
Léo Duarte,Milan,21,71,"DC, TD"
M. Pajač,Cagliari,21,71,"ES, TS"
F. Depaoli,Sampdoria,21,71,"ED, TD"
Pol Lirola,Fiorentina,21,71,"ED, TD"
Bremer,Torino,21,71,DC
H. Traorè,Sassuolo,21,71,"COC, CC"
D. Vavro,Lazio,21,71,DC
M. Müldür,Sassuolo,21,71,"TD, DC"
B. Šutalo,Atalanta,21,71,DC
G. Pegolo,Sassuolo,21,70,POR
F. Forestieri,Udinese,21,70,"ATT, COC, AS"
M. Mustacchio,Crotone,21,70,"ED, ATT, AD"
M. Sau,Benevento,21,70,"ATT, AT"
L. Siligardi,Parma,21,70,"AD, AS"
S. Colombi,Parma,21,70,POR
A. Mazzotta,Crotone,21,70,"ES, TS"
L. Marrone,Crotone,21,70,"DC, CDC"
Ryder Matos,Udinese,21,70,"AD, ATT, AS"
A. Almici,Hellas Verona,21,70,TD
P. Iemmello,Benevento,21,70,ATT
F. Ceccherini,Fiorentina,21,70,DC
P. Faragò,Cagliari,21,70,"CC, ED, TD"
A. Di Gaudio,Hellas Verona,21,70,AS
A. Ferrari,Sampdoria,21,70,"DC, TD"
L. Venuti,Fiorentina,21,70,"TD, TS"
L. Mazzitelli,Sassuolo,21,70,"CC, CDC"
G. Donsah,Bologna,21,70,"CC, CDC"
A. Tello,Benevento,21,70,"CC, ES"
E. Goldaniga,Genoa,21,70,DC
N. Haas,Atalanta,21,70,"CC, CDC"
F. Romagna,Sassuolo,21,70,DC
C. Spinelli,Genoa,21,70,ATT
T. Augello,Sampdoria,21,70,TS
Rogério,Sassuolo,21,70,"TS, ES"
D. Vlahović,Fiorentina,21,70,ATT
A. Rosati,Torino,21,69,POR
N. Spolli,Crotone,21,69,DC
M. Scozzarella,Parma,21,69,"CC, CDC"
S. Ujkani,Torino,21,69,POR
L. Vitale,Hellas Verona,21,69,"ES, TS"
K. Laribi,Hellas Verona,21,69,"CC, AT, COC"
M. Bourabia,Sassuolo,21,69,"CC, CDC, COC"
Nicolas,Udinese,21,69,POR
L. Antei,Benevento,21,69,"DC, TD"
R. Improta,Benevento,21,69,"ES, AS"
R. Insigne,Benevento,21,69,"AT, ED, AD"
G. Moncini,Benevento,21,69,ATT
M. Thorsby,Sampdoria,21,69,"CC, COC"
H. ter Avest,Udinese,21,69,"ED, TD"
R. Bajić,Udinese,21,69,ATT
P. Ghiglione,Genoa,21,69,"ED, TD"
C. Adjapong,Sassuolo,21,69,"ES, ED, TD"
A. Reca,Atalanta,21,69,"ES, TS"
J. Chabot,Sampdoria,21,69,DC
E. Vignato,Bologna,21,69,COC
Y. Çetin,Hellas Verona,21,69,DC
F. Bradarić,Cagliari,21,69,"CC, CDC"
G. Magnani,Hellas Verona,21,69,DC
L. Czyborra,Genoa,21,69,TS
C. Oliva,Cagliari,21,69,"CC, CDC"
G. Kyriakopoulos,Sassuolo,21,69,TS
I. Pandur,Hellas Verona,21,69,POR
M. Volta,Benevento,21,68,DC
V. Regini,Sampdoria,21,68,"DC, TS"
P. Dawidowicz,Hellas Verona,21,68,DC
N. Paz,Bologna,21,68,"DC, TS"
V. Parigini,Genoa,21,68,"AS, AT"
L. Palmiero,Napoli,21,68,"CC, CDC"
M. Sprocati,Parma,21,68,"AS, AD"
P. Dziczek,Lazio,21,68,CDC
V. Milinković-Savić,Torino,21,68,POR
Z. Machach,Napoli,21,68,"COC, CC, ATT"
M. Svanberg,Bologna,21,68,"CC, ED"
K. Dermaku,Parma,21,68,DC
B. Radunović,Atalanta,21,68,POR
G. Crociata,Crotone,21,68,"COC, CC, AT"
A. Pinamonti,Inter,21,68,ATT
F. Cassata,Genoa,21,68,CC
G. Vicario,Cagliari,21,68,POR
S. Kiyine,Lazio,21,68,"CC, ES, ED"
S. Walukiewicz,Cagliari,21,68,DC
R. Bellanova,Atalanta,21,68,TD
M. Vulic,Crotone,21,68,CC
S. Aresti,Cagliari,21,67,POR
N. Ravaglia,Sampdoria,21,67,POR
M. Gazzola,Parma,21,67,TD
E. Rivière,Crotone,21,67,ATT
A. Tuia,Benevento,21,67,DC
C. Lykogiannis,Cagliari,21,67,"TS, DC, ES"
L. Capezzi,Sampdoria,21,67,CC
F. Bonazzoli,Sampdoria,21,67,ATT
Cristo González,Udinese,21,67,"ATT, ES, COC"
F. Dimarco,Hellas Verona,21,67,"TS, ES"
A. Favilli,Hellas Verona,21,67,ATT
Alan Empereur,Hellas Verona,21,67,"DC, TS"
A. La Gumina,Sampdoria,21,67,ATT
N. Molina,Udinese,21,67,"TD, ADA"
J. Valencia,Bologna,21,67,"CC, COC"
E. Salcedo,Inter,21,67,"AT, ATT"
D. Foulon,Benevento,21,67,TS
J. Segre,Torino,21,67,CC
T. Pobega,Milan,21,67,CC
D. Di Gennaro,Lazio,21,66,"CC, COC"
A. Donnarumma,Milan,21,66,POR
N. Manfredini,Benevento,21,66,POR
M. Curado,Genoa,21,66,DC
A. Da Cruz,Parma,21,66,"AS, ATT"
L. Clemenza,Juventus,21,66,"COC, CC"
P. Brlek,Genoa,21,66,"CC, COC, CDC"
S. Edera,Torino,21,66,"AD, AT, COC"
J. Odgaard,Sassuolo,21,66,ATT
J. Asoro,Genoa,21,66,"ATT, ED"
C. Capone,Atalanta,21,66,"AS, AT"
A. Danzi,Hellas Verona,21,66,"CC, CDC"
K. Michael,Bologna,21,66,CC
D. Drăguș,Crotone,21,66,"ATT, AS"
S. Esposito,Inter,21,66,ATT
M. Carnesecchi,Atalanta,21,66,POR
Félix Correia,Juventus,21,66,"AD, AS"
P. Kalulu,Milan,21,66,"TD, DC"
M. Lovato,Hellas Verona,21,66,DC
M. Fornasier,Parma,21,65,DC
D. Anderson,Lazio,21,65,TD
S. Molina,Crotone,21,65,"ED, ES, CC"
G. Scamacca,Sassuolo,21,65,ATT
F. Alastra,Parma,21,65,POR
V. Golemić,Crotone,21,65,DC
A. Kargbo,Crotone,21,65,ATT
P. Mićin,Udinese,21,65,"AD, ATT, AS"
N. Armini,Lazio,21,65,DC
H. Rafia,Juventus,21,65,COC
S. Pinna,Cagliari,21,65,TD
D. Peeters,Juventus,21,65,CDC
S. Calvano,Hellas Verona,21,64,"CC, CDC"
L. Zima,Genoa,21,64,POR
N. Contini,Napoli,21,64,POR
F. Jagiełło,Genoa,21,64,"CC, CDC, COC"
A. Zaccagno,Torino,21,64,POR
Raul Asencio,Genoa,21,64,ATT
M. Léris,Sampdoria,21,64,"CC, ATT"
B. Adekanye,Lazio,21,64,"AD, AS"
Junior Messias,Crotone,21,64,"AT, ATT"
A. Romero,Crotone,21,64,CC
Igor,Fiorentina,21,64,"DC, TS"
N. Pierini,Sassuolo,21,64,"AS, COC, ATT"
André Anderson,Lazio,21,64,"AT, COC"
R. Sottil,Cagliari,21,64,"AS, AD"
G. Raspadori,Sassuolo,21,64,ATT
R. Ladinetti,Cagliari,21,64,CC
G. Frabotta,Juventus,21,64,TS
E. Lanini,Parma,21,63,ATT
A. Deiola,Cagliari,21,63,CC
S. Ingelsson,Udinese,21,63,"CC, AT"
S. Perisan,Udinese,21,63,POR
L. Del Pinto,Benevento,21,63,"CC, CDC"
M. Gabbia,Milan,21,63,DC
F. Brignani,Bologna,21,63,DC
A. Dini,Parma,21,63,POR
A. Buongiorno,Torino,21,63,"TS, DC"
L. Agoume,Inter,21,63,CC
F. Valietti,Genoa,21,63,TD
M. Bahlouli,Sampdoria,21,63,"AS, COC"
E. Colley,Atalanta,21,63,ATT
Lucas Felippe,Hellas Verona,21,63,CC
L. Pirola,Inter,21,63,DC
P. Gori,Benevento,21,62,POR
D. Ragatzu,Cagliari,21,62,"ATT, AS, AD"
G. Gigliotti,Crotone,21,62,DC
A. Berardi,Hellas Verona,21,62,POR
T. Gomelt,Crotone,21,62,CC
M. Festa,Crotone,21,62,POR
A. Bifulco,Napoli,21,62,"AT, COC, AS"
F. Melegoni,Genoa,21,62,CC
L. Coccolo,Juventus,21,62,TS
Ľ. Tupta,Hellas Verona,21,62,ATT
F. Caligara,Cagliari,21,62,"CC, ED, ES"
Vinicius,Bologna,21,62,POR
A. Fiordaliso,Torino,21,62,"TD, TS"
Tòfol Montiel,Fiorentina,21,62,COC
H. Nicolussi Caviglia,Juventus,21,62,"CC, COC"
A. Palumbo,Sampdoria,21,61,CC
N. Zanellato,Crotone,21,61,CC
L. Ranieri,Fiorentina,21,61,"DC, TS"
V. Millico,Torino,21,61,"AS, ATT"
G. Zappa,Cagliari,21,61,TD
L. Colombo,Milan,21,61,ATT
F. D'Amico,Sampdoria,21,61,AS
J. Da Riva,Atalanta,21,61,CC
I. Ilić,Hellas Verona,21,61,CC
F. Rossi,Atalanta,21,60,POR
M. Frediani,Parma,21,60,AS
D. Vokić,Benevento,21,60,"CDC, COC"
A. Tripaldelli,Cagliari,21,60,TS
Kaique Rocha,Sampdoria,21,60,TD
D. Traore,Atalanta,21,60,ATT
M. Juwara,Bologna,21,60,ATT
C. Dalle Mura,Fiorentina,21,60,DC
P. Hristov,Fiorentina,21,59,DC
J. Illanes,Fiorentina,21,59,"DC, TD"
E. Ferigra,Torino,21,59,DC
B. Duncan,Fiorentina,21,59,ATT
W. Singo,Torino,21,59,DC
P. Pinto,Fiorentina,21,59,DC
D. Maldini,Milan,21,59,COC
G. Di Serio,Benevento,21,59,ATT
A. Ghion,Sassuolo,21,59,CDC
G. Cangiano,Bologna,21,59,"AS, ATT"
M. Ballarini,Udinese,21,59,"CC, TD, ED"
G. Ricci,Parma,21,58,TS
G. Borello,Crotone,21,58,AD
G. Bellodi,Milan,21,58,DC
Z. Ruggiero,Crotone,21,58,"AT, ATT"
M. Adopo,Torino,21,58,"CC, CDC"
N. Rovella,Genoa,21,58,CDC
A. Carboni,Cagliari,21,58,"DC, TS"
C. Celesia,Torino,21,58,"DC, TS"
G. Cuomo,Crotone,21,57,DC
M. Gasparini,Udinese,21,57,POR
K. Askildsen,Sampdoria,21,57,CC
S. Turati,Sassuolo,21,57,POR
L. Rojas,Crotone,21,57,"COC, CC"
A. Baldursson,Bologna,21,57,CC
F. Rillo,Benevento,21,56,TS
M. Palumbo,Udinese,21,56,CC
F. Ravaglia,Bologna,21,55,POR
L. Marković,Crotone,21,55,ATT
A. Garattoni,Crotone,21,55,"TD, TS"
C. Pastina,Benevento,21,54,"DC, TS"
F. Brancolini,Fiorentina,21,53,POR
S. Sanogo,Benevento,21,53,CC
S. Piccinini,Sassuolo,21,52,DC
A. Basit,Benevento,21,52,"CC, CDC"
J. Evan's Allan,Crotone,21,51,ES
G. Crespi,Crotone,21,49,POR
W. Szczęsny,Juventus,22,87,POR
C. Immobile,Lazio,22,87,ATT
P. Dybala,Juventus,22,87,"AT, COC"
G. Chiellini,Juventus,22,86,DC
S. Handanovič,Inter,22,86,POR
L. Insigne,Napoli,22,86,"AS, AT"
K. Koulibaly,Napoli,22,86,DC
M. Škriniar,Inter,22,86,DC
L. Bonucci,Juventus,22,85,DC
S. de Vrij,Inter,22,85,DC
S. Milinković-Savić,Lazio,22,85,"CC, CDC, COC"
L. Martínez,Inter,22,85,ATT
M. de Ligt,Juventus,22,85,DC
Z. Ibrahimović,Milan,22,84,ATT
D. Mertens,Napoli,22,84,"AT, ATT, COC"
Luis Alberto,Lazio,22,84,"COC, CC, AT"
J. Iličić,Atalanta,22,84,"AT, ATT"
M. Maignan,Milan,22,84,POR
M. Brozović,Inter,22,84,"CDC, CC"
N. Barella,Inter,22,84,CC
F. Kessié,Milan,22,84,"CDC, CC"
T. Hernández,Milan,22,84,TS
S. Kjær,Milan,22,83,DC
E. Džeko,Inter,22,83,ATT
Alex Sandro,Juventus,22,83,"TS, ES"
K. Manolas,Napoli,22,83,DC
H. Mkhitaryan,Roma,22,83,"AT, ED, AD"
J. Cuadrado,Juventus,22,83,"TD, ED"
F. Acerbi,Lazio,22,83,DC
Morata,Juventus,22,83,ATT
L. Spinazzola,Roma,22,83,"ASA, TS, ES"
D. Zapata,Atalanta,22,83,ATT
R. Gosens,Atalanta,22,83,"ASA, TS, ES"
Arthur,Juventus,22,83,CC
F. Chiesa,Juventus,22,83,"AD, AS, ED"
S. Sirigu,Genoa,22,82,POR
Rui Patrício,Roma,22,82,POR
C. Eriksen,Inter,22,82,"CC, COC"
L. Muriel,Atalanta,22,82,ATT
J. Veretout,Roma,22,82,"CDC, CC"
H. Çalhanoğlu,Inter,22,82,"COC, ES"
M. de Roon,Atalanta,22,82,"CDC, CC"
A. Romagnoli,Milan,22,82,DC
D. Berardi,Sassuolo,22,82,"AD, ED"
A. Rebić,Milan,22,82,"ES, ATT"
M. Locatelli,Juventus,22,82,"CDC, CC"
Fabián,Napoli,22,82,CC
D. Dumfries,Inter,22,82,TD
A. Consigli,Sassuolo,22,81,POR
Lucas Leiva,Lazio,22,81,CDC
I. Perišić,Inter,22,81,"ES, AS, ASA"
A. Vidal,Inter,22,81,CC
M. Arnautović,Bologna,22,81,ATT
Danilo,Juventus,22,81,"TD, TS, DC"
A. Florenzi,Milan,22,81,"TD, ADA"
A. Cragno,Cagliari,22,81,POR
A. Belotti,Torino,22,81,ATT
A. Rabiot,Juventus,22,81,"CC, CDC"
P. Zieliński,Napoli,22,81,"CC, COC"
J. Musso,Atalanta,22,81,POR
J. Correa,Inter,22,81,"AT, ATT, COC"
M. Politano,Napoli,22,81,"ED, AD"
H. Hateboer,Atalanta,22,81,"ADA, TD, ED"
H. Lozano,Napoli,22,81,"AD, AS"
L. Pellegrini,Roma,22,81,"COC, CC, CDC"
R. Malinovskyi,Atalanta,22,81,"AT, CC"
M. Lazzari,Lazio,22,81,ADA
D. Kulusevski,Juventus,22,81,"AD, AT"
D. Godín,Cagliari,22,80,DC
A. Sánchez,Inter,22,80,"AT, ATT"
José Callejón,Fiorentina,22,80,"ED, AD"
A. Ramsey,Juventus,22,80,"CC, COC, ES"
Rafael Tolói,Atalanta,22,80,DC
R. Pereyra,Udinese,22,80,"CC, ES, AT"
M. Perin,Juventus,22,80,POR
João Pedro,Cagliari,22,80,"AT, ATT, COC"
R. Freuler,Atalanta,22,80,CC
D. Demme,Napoli,22,80,"CDC, CC"
T. Strakosha,Lazio,22,80,POR
G. Di Lorenzo,Napoli,22,80,TD
L. Torreira,Fiorentina,22,80,"CDC, CC"
I. Bennacer,Milan,22,80,"CC, CDC"
G. Mancini,Roma,22,80,"DC, CDC"
S. Sensi,Inter,22,80,"CC, CDC"
V. Osimhen,Napoli,22,80,ATT
A. Bastoni,Inter,22,80,DC
F. Ribéry,Salernitana,22,79,"AT, AS"
A. Candreva,Sampdoria,22,79,"ED, ADA"
D. Ospina,Napoli,22,79,POR
O. Giroud,Milan,22,79,ATT
M. Silvestri,Udinese,22,79,POR
S. El Shaarawy,Roma,22,79,"AS, ES"
D. D'Ambrosio,Inter,22,79,"DC, TD"
Deulofeu,Udinese,22,79,"ES, AT"
B. Djimsiti,Atalanta,22,79,DC
F. Bernardeschi,Juventus,22,79,"COC, ES, ED"
A. Izzo,Torino,22,79,DC
D. Zappacosta,Atalanta,22,79,"ADA, ED, ES"
T. Bakayoko,Milan,22,79,"CDC, CC"
A. Marušić,Lazio,22,79,"ADA, ASA, DC"
A. Meret,Napoli,22,79,POR
F. Tomori,Milan,22,79,DC
Odriozola,Fiorentina,22,79,TD
M. Kean,Juventus,22,79,ATT
T. Koopmeiners,Atalanta,22,79,"CDC, CC, DC"
Pepe Reina,Lazio,22,78,POR
F. Quagliarella,Sampdoria,22,78,ATT
C. Ansaldi,Torino,22,78,"ASA, TS, ES"
F. Caicedo,Genoa,22,78,"AT, ATT"
Miguel Veloso,Hellas Verona,22,78,"CC, CDC"
M. Darmian,Inter,22,78,"ADA, ASA, TD"
A. Kolarov,Inter,22,78,"TS, DC"
S. Nzonzi,Roma,22,78,"CDC, CC"
F. Caputo,Sampdoria,22,78,ATT
G. Bonaventura,Fiorentina,22,78,"CC, COC"
Pedro,Lazio,22,78,"AT, AD"
C. Smalling,Roma,22,78,DC
R. Soriano,Bologna,22,78,"COC, CC"
D. Praet,Torino,22,78,"CC, ED"
Felipe Anderson,Lazio,22,78,"ES, COC"
Mário Rui,Napoli,22,78,TS
B. Cristante,Roma,22,78,"CDC, DC, CC"
A. Miranchuk,Atalanta,22,78,"COC, ATT"
M. Vecino,Inter,22,78,"CC, CDC"
R. Karsdorp,Roma,22,78,"ED, TD"
Jony,Lazio,22,78,ES
M. Pašalić,Atalanta,22,78,"CC, COC"
R. Bentancur,Juventus,22,78,CC
E. Audero,Sampdoria,22,78,POR
D. Calabria,Milan,22,78,TD
T. Abraham,Roma,22,78,ATT
Brahim,Milan,22,78,"COC, AS, ES"
Luiz Felipe,Lazio,22,78,DC
A. Barák,Hellas Verona,22,78,"AT, CC"
N. Zaniolo,Roma,22,78,"COC, ED"
M. Pessina,Atalanta,22,78,"COC, CC, AT"
D. Vlahović,Fiorentina,22,78,ATT
Ș. Radu,Lazio,22,77,DC
M. Faraoni,Hellas Verona,22,77,"ADA, TD, ED"
C. Tătărușanu,Milan,22,77,POR
F. Ghoulam,Napoli,22,77,TS
G. Defrel,Sassuolo,22,77,"COC, ATT, AS"
Samu Castillejo,Milan,22,77,"AD, ED"
E. Hysaj,Lazio,22,77,"TS, TD"
D. Rugani,Juventus,22,77,DC
R. Gagliardini,Inter,22,77,"CDC, CC"
B. Drągowski,Fiorentina,22,77,POR
S. Lobotka,Napoli,22,77,"CC, CDC"
J. Palomino,Atalanta,22,77,DC
G. Escalante,Lazio,22,77,"CDC, CC"
M. Zaccagni,Lazio,22,77,"AT, ATT"
J. Boga,Sassuolo,22,77,"AS, ES"
G. Castrovilli,Fiorentina,22,77,CC
N. Nández,Cagliari,22,77,"CC, CDC, ED"
J. Mæhle,Atalanta,22,77,"ADA, TD, ED"
M. Demiral,Atalanta,22,77,DC
W. McKennie,Juventus,22,77,"CC, ED, ES"
N. González,Fiorentina,22,77,"ATT, AS"
S. Tonali,Milan,22,77,"CDC, CC"
M. Damsgaard,Sampdoria,22,77,"ES, AS"
Rafael Leão,Milan,22,77,"AS, ATT, ES"
A. Rrahmani,Napoli,22,77,DC
Ibañez,Roma,22,77,DC
L. De Silvestri,Bologna,22,76,"TD, ED"
D. Criscito,Genoa,22,76,"DC, TS, ES"
A. Ekdal,Sampdoria,22,76,"CC, CDC"
M. Cáceres,Cagliari,22,76,"DC, TD"
Adrien Silva,Sampdoria,22,76,"CC, CDC"
K. Strootman,Cagliari,22,76,"CC, CDC"
R. Rodríguez,Torino,22,76,TS
F. Đuričić,Sassuolo,22,76,"COC, AS"
M. Badelj,Genoa,22,76,"CDC, CC"
C. Biraghi,Fiorentina,22,76,"ASA, TS, ES"
N. Sansone,Bologna,22,76,"COC, AS, ATT"
S. Zaza,Torino,22,76,ATT
D. Baselli,Torino,22,76,CC
M. De Sciglio,Juventus,22,76,"TD, TS"
R. Haps,Venezia FC,22,76,"TS, AS"
D. Lazović,Hellas Verona,22,76,"ES, ED"
A. Petagna,Napoli,22,76,ATT
K. Baldé,Cagliari,22,76,"ATT, ES"
M. Sportiello,Atalanta,22,76,POR
M. Caldara,Venezia FC,22,76,DC
A. Conti,Milan,22,76,"TD, ED"
S. Amrabat,Fiorentina,22,76,"CDC, CC"
F. Dimarco,Inter,22,76,"ASA, TS, DC"
A. Zambo Anguissa,Napoli,22,76,"CC, CDC"
Borja Mayoral,Roma,22,76,ATT
L. Martínez Quarta,Fiorentina,22,76,DC
A. Diawara,Roma,22,76,"CDC, CC"
R. Orsolini,Bologna,22,76,"COC, AD"
J. Brekalo,Torino,22,76,"ES, AT"
J. Schouten,Bologna,22,76,"CDC, CC"
N. Milenković,Fiorentina,22,76,"DC, TD"
Bremer,Torino,22,76,DC
M. Barrow,Bologna,22,76,"COC, ATT"
A. Saelemaekers,Milan,22,76,"AD, ED"
Gonzalo Villar,Roma,22,76,"CC, CDC"
M. Viña,Roma,22,76,TS
F. Magnanelli,Sassuolo,22,75,CDC
F. Fazio,Roma,22,75,DC
N. Kalinić,Hellas Verona,22,75,ATT
E. Berisha,Torino,22,75,POR
Diego Farías,Cagliari,22,75,"AS, AT, ATT"
Ł. Skorupski,Bologna,22,75,POR
J. Zoet,Spezia,22,75,POR
A. Kokorin,Fiorentina,22,75,"ATT, AD"
J. Larsen,Udinese,22,75,ED
S. Verdi,Torino,22,75,"AT, COC"
M. Gabbiadini,Sampdoria,22,75,ATT
Pedro Obiang,Sassuolo,22,75,"CDC, CC"
A. Soumaoro,Bologna,22,75,DC
R. Saponara,Fiorentina,22,75,"COC, AT"
G. Caprari,Hellas Verona,22,75,"AT, ATT"
K. Günter,Hellas Verona,22,75,DC
J. Akpa Akpro,Lazio,22,75,CC
V. Verre,Sampdoria,22,75,"COC, AT, CC"
L. Pavoletti,Cagliari,22,75,ATT
K. Ayhan,Sassuolo,22,75,DC
A. Tameze,Hellas Verona,22,75,"CDC, CC"
P. Dawidowicz,Hellas Verona,22,75,DC
E. Pulgar,Fiorentina,22,75,"CDC, CC"
F. Di Francesco,Empoli,22,75,"AT, AS, ATT"
N. Maksimović,Genoa,22,75,DC
G. Simeone,Hellas Verona,22,75,ATT
V. Muriqi,Lazio,22,75,ATT
M. Lopez,Sassuolo,22,75,CC
R. Mandragora,Torino,22,75,"CC, CDC"
Hernani,Genoa,22,75,"CDC, CC"
M. Pjaca,Torino,22,75,"AS, AD, COC"
R. Krunić,Milan,22,75,"CC, COC"
I. Radu,Inter,22,75,POR
S. Lukić,Torino,22,75,"CC, CDC, COC"
N. Domínguez,Bologna,22,75,"CC, CDC"
C. Ekuban,Genoa,22,75,"ED, COC, ATT"
Carles Pérez,Roma,22,75,"AD, AT"
G. Magnani,Hellas Verona,22,75,DC
N. Pérez,Udinese,22,75,DC
M. Kumbulla,Roma,22,75,DC
M. Ihattaren,Sampdoria,22,75,"COC, ED, CC"
Matheus Henrique,Sassuolo,22,75,"CC, CDC"
G. Pandev,Genoa,22,74,"ATT, AD"
A. Ranocchia,Inter,22,74,DC
I. Radovanović,Genoa,22,74,"DC, CDC, CC"
D. Santon,Roma,22,74,"ADA, TD"
B. Nuytinck,Udinese,22,74,DC
M. Destro,Genoa,22,74,ATT
G. Medel,Bologna,22,74,"CDC, DC"
K. Malcuit,Napoli,22,74,TD
M. Nastasić,Fiorentina,22,74,DC
Patric,Lazio,22,74,"DC, TD, ED"
A. Duncan,Fiorentina,22,74,"CC, CDC"
F. Ceccherini,Hellas Verona,22,74,DC
K. Linetty,Torino,22,74,CC
L. Montipò,Hellas Verona,22,74,POR
Simy,Salernitana,22,74,ATT
I. Pussetto,Udinese,22,74,"ATT, ED"
A. Sanabria,Torino,22,74,ATT
O. Aina,Torino,22,74,"TD, DC"
K. Lasagna,Hellas Verona,22,74,ATT
I. Provedel,Spezia,22,74,POR
D. Verde,Spezia,22,74,"AD, AS, ATT"
O. Colley,Sampdoria,22,74,DC
G. Scamacca,Sassuolo,22,74,ATT
A. Ounas,Napoli,22,74,"AD, ED, COC"
T. Henry,Venezia FC,22,74,ATT
R. Marin,Cagliari,22,74,CC
M. Rog,Cagliari,22,74,"CC, CDC"
Rodrigo Becão,Udinese,22,74,DC
Junior Messias,Milan,22,74,"COC, AT, CC"
Z. Vanheusden,Genoa,22,74,DC
L. Pellegrini,Juventus,22,74,TS
A. Šemper,Genoa,22,74,POR
T. Bašić,Lazio,22,74,"CC, CDC"
Beto,Udinese,22,74,ATT
G. Raspadori,Sassuolo,22,74,ATT
D. Zima,Torino,22,74,DC
V. Behrami,Genoa,22,73,"CDC, CC"
D. Padelli,Udinese,22,73,POR
A. Masiello,Genoa,22,73,DC
S. De Maio,Udinese,22,73,DC
T. Arslan,Udinese,22,73,"CDC, CC"
T. Rincón,Torino,22,73,"CC, CDC"
M. Yoshida,Sampdoria,22,73,DC
M. Jajalo,Udinese,22,73,"CDC, CC"
V. Belec,Salernitana,22,73,POR
F. Bardi,Bologna,22,73,POR
